ReactionID	Flux	Equation	EC	Kcat_MW	E
R1269	0.0	atp_c + gly_c + pram_c --> adp_c + gar_c + h_c + pi_c	6.3.4.13	489.221	0.0
R1272	0.0	AIR_c + co2_c --> 5aizc_c + 2.0 h_c	4.1.1.21	356.504	0.0
R1703_num1	0.0	4AMPM_c + atp_c --> 2mahmp_c + adp_c	2.7.4.7	322.624	0.0
R1519_num1	0.0	3dsphgn_c + h_c + nadph_c --> nadp_c + sphgn_c	1.1.1.102	295.494	0.0
R1553	0.0	SPHINGOMYELINS_x + h2o_x --> CERAMIDES_x + cholp_x + h_x	3.1.4.12	2217.217	0.0
R1552_num1	0.0	digalsideho_c + h2o_c --> GALCERA_c + gal_c	3.2.1.22	5383.43	0.0
R1551_num1	0.0	CERB1A_c + h2o_c --> h_c + ocdca_c + psphings_c	3.5.1.23	4888.556	0.0
R1540_num1	0.0	GALACTAN_e + h2o_e --> gal_e	3.2.1.23	1747.202	0.0
R1525_num1	0.0	C191DHSPH_c + nadph_c --> C191SPH_c + h_c + nadp_c	1.1.1.102	559.061	0.0
R1524	0.0	C171COA_c + 4.0 h_c + ser__L_c --> C191DHSPH_c + co2_c + coa_c	2.3.1.50	162.642	0.0
R1522_num1	0.0	C20DHSPH_c + h_c + nadph_c --> C20SPH_c + nadp_c	1.1.1.102	559.061	0.0
R1521	0.0	ser__L_c + stcoa_c --> C20DHSPH_c + co2_c + coa_c	2.3.1.50	162.642	0.0
R1518	0.0	h_c + pmtcoa_c + ser__L_c --> 3dsphgn_c + co2_c + coa_c	2.3.1.50	53.614	0.0
R1506	0.0	h_m + nadph_m + trdox_m --> nadp_m + trdrd_m	1.8.1.9	2185.931	0.0
R1517	0.0	N1aspmd_c + h2o_c + o2_c --> 3aap_c + h2o2_c + ptrc_c	1.5.3.13,1.5.3.17	1606.754	0.0
R1515	0.0	3.0 h2o_c + 3.0 nadp_c + seln_c --> 5.0 h_c + 3.0 nadph_c + slnt_c	1.8.1.9	2714.232	0.0
R1514	0.0	C18902_c + 2.0 h_c + 2.0 nadph_c --> 2.0 h2o_c + methsel_c + 2.0 nadp_c	1.8.1.9	3625.941	0.0
R1512	0.0	CPD_12024_c + h2o_c --> methsel_c + nh4_c + pyr_c	4.4.1.1,4.4.1.13	944.313	0.0
R1511_num1	0.0	selcys_c + suchms_c --> h_c + selcyst_c + succ_c	2.5.1.48	595.057	0.0
R1510_num1	0.0	C05702_c + selcys_c --> 2.0 h_c + pi_c + selcyst_c	2.5.1.48	380.743	0.0
R1509	0.0	h2o_m + selcyst_m --> nh4_m + pyr_m + selhcys_m	4.4.1.13	481.135	0.0
R1508_num1	0.0	atp_c + selmeth_c + trnamet_c --> amp_c + ppi_c + selmethtrna_c	6.1.1.10	924.875	0.0
R1554	0.0	atp_c + sphgn_c --> adp_c + h_c + sph1p_c	2.7.1.91	703.968	0.0
R1555	0.0	C01290_c + h2o_c --> gal_c + glusideho_c	3.2.1.23	739.137	0.0
R1557	0.0	sph1p_m --> ethamp_m + hxdcal_m	4.1.2.27	70.538	0.0
R1558	0.0	CPD3DJ_11366_m --> CPD_292_m + ethamp_m		505.028	0.0
R1579_num1	0.0	amylose_c + glc__D_c --> 2.0 malt_c	2.4.1.25	324.984	0.0
R1578_num1	0.0	STAR_c + pi_c --> amylose_c + g1p_c	2.4.1.1	900.66	0.0
R1577	0.0	DEXTRIN_e + h2o_e --> glc__aD_e		3089.218	0.0
R1576_num1	0.0	STAR_e + h2o_e --> glc__aD_e		324.984	0.0
R1575_num1	0.0	STAR_e + h2o_e --> DEXTRIN_e		3274.211	0.0
R1574_num1	0.0	STAR_e + h2o_e --> amylose_e + glc__aD_e	3.2.1.33	324.984	0.0
R1573	0.0	udpg_c --> amylose_c + udp_c		670.359	0.0
R1572_num1	0.0	6.0 CELLU_e --> 2.0 cellb_e + 2.0 glc__D_e		5502.566	0.0
R1571_num1	0.0	CELLU_e + h2o_e --> cellb_e		5502.566	0.0
R1570	0.0	h2o_c + tre_c --> 2.0 glc__D_c	3.2.1.28	2026.463	0.0
R1569	0.0	h2o_c + tre6p_c --> pi_c + tre_c	3.1.3.12	117.462	0.0
R1568	0.0	g6p_c + udpg_c --> h_c + tre6p_c + udp_c	2.4.1.15	119.888	0.0
R1567_num1	0.0	atp_c + fru_c --> adp_c + f6p_c + h_c	2.7.1.1,2.7.1.4	1803.798	0.0
R1565	0.0	h2o_x + 2.0 h_x + psph1p_x --> pi_x + psphings_x		269.22	0.0
R1564	0.0	psph1p_m --> 2hhxdal_m + ethamp_m	4.1.2.27	72.94	0.0
R1563	0.0	atp_c + psphings_c --> adp_c + h_c + psph1p_c	2.7.1.91	663.278	0.0
R1560	0.0	h2o_x + 2.0 h_x + sph1p_x --> pi_x + sphgn_x		231.987	0.0
R1507	0.0	h2o_c + selmeth_c --> 2obut_c + methsel_c + nh4_c	4.4.1.1,4.4.1.11	944.313	0.0
R1505	0.0	h_c + nadph_c + trdox_c --> nadp_c + trdrd_c	1.8.1.9	2185.931	0.0
R1581_num1	0.0	h2o_c + malt_c --> 2.0 Glc_aD_c	3.2.1.20	1917.404	0.0
R1466	0.0	mal__L_c + nadp_c --> co2_c + nadph_c + pyr_c	1.1.1.40	4017.038	0.0
R1474	0.0	2.0 h_c + nadph_c + o2_c + retn_c --> CE2953_c + h2o_c + nadp_c	1.14.13.-,1.14.14.1	283.982	0.0
R1473_num1	0.0	C03024_c + o2_c + retn_c --> C03161_c + C16679_c + h2o_c	1.14.13.-,1.14.14.-,1.14.14.1	194.798	0.0
R1472_num1	0.0	nadp_c + retinol_c --> h_c + nadph_c + retinal_c	1.1.1.300	466.868	0.0
R1471	0.0	CRPB_ALL_TRANS_RETINOL_x + nad_x --> CRPB_ALL_TRANS_RETINAL_x + h_x + nadh_x	1.1.1.105	385.203	0.0
R1470	0.0	CRPB_ALL_TRANS_RETINAL_c + h2o_c + nad_c --> CELLULAR_RETINOL_BINDING_PROTEINS_c + 2.0 h_c + nadh_c + retn_c	1.2.1.36	636.919	0.0
R1469	0.0	accoa_x + glx_x + h2o_x --> coa_x + h_x + mal__L_x	2.3.3.9	452.901	0.0
R1468	0.0	mal__L_m + nadp_m --> co2_m + nadph_m + pyr_m	1.1.1.40	3141.045	0.0
R1467	0.0	mal__L_m + nad_m --> co2_m + nadh_m + pyr_m	1.1.1.38,1.1.1.39	3406.814	0.0
R1465_num1	0.0	C00201_c + pyr_c --> C00454_c + 2.0 h_c + pep_c	2.7.1.40	1272.163	0.0
R1504	0.0	acser_m + seln_m --> ac_m + h_m + selcys_m	2.5.1.47	747.334	0.0
R1464	0.0	actp_m + h2o_m --> ac_m + h_m + pi_m	3.6.1.7	15269.181	0.0
R1463	0.0	ac_m + atp_m + h_m --> ACETYL_AMP_m + ppi_m	6.2.1.1	62.961	0.0
R1462	0.0	ac_c + atp_c + h_c --> ACETYL_AMP_c + ppi_c	6.2.1.1	1259.763	0.0
R1461	0.0	dhf_c + h_c + nadph_c --> nadp_c + thf_c	1.5.1.5	73.174	0.0
R1460_num1	0.0	2.0 ficytC_m + lac__D_m --> 2.0 FERO_m + 2.0 h_m + pyr_m	1.1.2.4	504.926	0.0
R1459_num1	0.0	2.0 ficytC_m + lac__L_m --> 2.0 FERO_m + 2.0 h_m + pyr_m	1.1.2.3	2472.415	0.0
R1458	0.0	lac__L_c + o2_c --> ac_c + co2_c + h2o_c	1.13.12.4	5092.789	0.0
R1457	0.0	accoa_m + h2o_m --> ac_m + coa_m + h_m	3.1.2.1	1105.017	0.0
R1475_num1	0.0	2.0 h_c + nadph_c + o2_c + retn_c --> C16677_c + h2o_c + nadp_c	1.14.13.-,1.14.14.-,1.14.14.1	96.499	0.0
R1476_num1	0.0	nadp_m + retinol_m --> h_m + nadph_m + retinal_m	1.1.1.300	190.834	0.0
R1477_num1	0.0	C03024_m + o2_m + retn_m --> C03161_m + C16679_m + h2o_m	1.14.13.-,1.14.14.-,1.14.14.1	283.982	0.0
R1478	0.0	h_c + h_m + nadph_m + o2_m + retn_m --> CE2953_m + h2o_m + nadp_m	1.14.13.-,1.14.14.1	502.246	0.0
R1503	0.0	acser_c + seln_c --> ac_c + h_c + selcys_c	2.5.1.47	485.432	0.0
R1502_num1	0.0	gtp_c + 3.0 h2o_c --> 25drapp_c + for_c + 2.0 h_c + ppi_c	3.5.4.25	581.044	0.0
R1501	0.0	CPD_10809_m + h2o_m + h_m --> 5aprbu_m + nh4_m		803.011	0.0
R1500_num1	0.0	CPD_10809_c + h2o_c + h_c --> 5aprbu_c + nh4_c		7380.981	0.0
R1495	0.0	25N65PRP_c + h2o_c --> 5apru_c + 3.0 h_c + nh4_c	3.5.4.26	803.011	0.0
R1494_num1	0.0	fmn_c + h2o_c --> pi_c + ribflv_c	3.1.3.2,3.1.3.102	458.972	0.0
R1493	0.0	atp_c + fmn_c + h_c --> fad_c + ppi_c	2.7.7.2	118.214	0.0
R1492	0.0	atp_c + ribflv_c --> adp_c + fmn_c + h_c	2.7.1.26	515.845	0.0
R1491	0.0	2.0 dmlz_c + h_c --> 4r5au_c + ribflv_c	2.5.1.9	1660.192	0.0
R1490	0.0	4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + h_c + pi_c	2.5.1.78	262.184	0.0
R1488	0.0	5apru_c + h_c + nadph_c --> 5aprbu_c + nadp_c	1.1.1.193	813.196	0.0
R1487	0.0	25drapp_c + h2o_c + h_c --> 5apru_c + nh4_c	3.5.4.26	943.707	0.0
R1486_num1	0.0	h_c + h_x + nadph_x + o2_x + retn_x --> C16677_x + h2o_x + nadp_x	1.14.13.-,1.14.14.-,1.14.14.1	59.491	0.0
R1485	0.0	h_c + h_x + nadph_x + o2_x + retn_x --> CE2953_x + h2o_x + nadp_x	1.14.13.-,1.14.14.1	368.199	0.0
R1484_num1	0.0	C03024_x + o2_x + retn_x --> C03161_x + C16679_x + h2o_x	1.14.13.-,1.14.14.-,1.14.14.1	196.428	0.0
R1480	0.0	nadp_x + retinol_x --> h_x + nadph_x + retinal_x	1.1.1.300	127.61	0.0
R1479_num1	0.0	h_c + h_m + nadph_m + o2_m + retn_m --> C16677_m + h2o_m + nadp_m	1.14.13.-,1.14.14.-,1.14.14.1	106.329	0.0
R1580	0.0	13GLUCAN_e + h2o_e --> glc__aD_e		179.812	0.0
R1582_num1	0.0	h2o_e + malt_e --> 2.0 glc__aD_e	3.2.1.20	1917.404	0.0
R1455_num1	0.0	ac_c + atp_c + coa_c --> accoa_c + amp_c + ppi_c	6.2.1.1	1696.578	0.0
R1662	0.0	ETR_QUINONES_m + gthrd_m + h2s_m --> CPD_11281_m + ETR_QUINOLS_m	1.8.5.8	4403.057	0.0
R1671_num1	0.0	dms_c + h_c + nadh_c + o2_c --> ch4s_c + fald_c + h2o_c + nad_c	1.14.13.131	96.255	0.0
R1670_num1	0.0	h2o_m + paps_m --> aps_m + pi_m		724.541	0.0
R1669_num1	0.0	h2o_c + paps_c --> aps_c + pi_c		946.819	0.0
R1668	0.0	P_BENZOQUINONE_m + gthrd_m + h2s_m --> CPD_11281_m + hqn_m	1.8.5.8	4403.057	0.0
R1667_num1	0.0	fmnh2_c + mso3_c + o2_c --> fald_c + fmn_c + h2o_c + 2.0 h_c + so3_c	1.14.14.34,1.14.14.5	489.643	0.0
R1665	0.0	paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c	1.8.4.8	568.662	0.0
R1664	0.0	5.0 h_c + 3.0 nadph_c + so3_c --> 3.0 h2o_c + h2s_c + 3.0 nadp_c	1.8.1.2	117.861	0.0
R1663	0.0	CPD_11281_m + o2_m --> CPD_17866_m + h_m		5525.969	0.0
R1661_num1	0.0	h2o_e + sucr_e --> fru_B_e + glc__D_e	3.2.1.26,3.2.1.48	1753.591	0.0
R1649	0.0	estrone_x + h_x + nadh_x + o2_x --> C05298_x + h2o_x + nad_x	1.14.14.1	130.529	0.0
R1660_num1	0.0	PHAN_c + 2.0 h2o_c --> nh4_c + pac_c	3.5.5.1	2400.935	0.0
R1659_num1	0.0	h2o_c + mi3p__D_c --> inost_c + pi_c	3.1.3.25	580.512	0.0
R1658	0.0	g6p_c --> mi3p__D_c	5.5.1.4	120.842	0.0
R1657_num1	0.0	accoa_c + amet_c + 3.0 h_c + 3.0 malcoa_c + nadph_c --> CPD_18145_c + ahcys_c + 3.0 co2_c + 4.0 coa_c + h2o_c + nadp_c		72.339	0.0
R1656_num1	0.0	CPD_16017_c + h2o_c --> ergst_c + h_c + ocdcea_c	3.1.1.13	1641.587	0.0
R1654_num1	0.0	CPD_16016_c + h2o_c --> h_c + lanost_c + ocdcea_c	3.1.1.13	1641.587	0.0
R1652_num1	0.0	ERGOSE_c + h2o_c --> ergst_c + h_c + 0.3211 hdca_c + 0.3061 lnlc_c + 0.3122 lnlnca_c + 0.0606 ocdcea_c		1002.153	0.0
R1651_num1	0.0	TESTOSTERONE_m + nad_m --> AND_m + h_m + nadh_m	1.1.1.239	1014.049	0.0
R1672_num1	0.0	aps_c + pi_c --> adp_c + h_c + so4_c	2.7.7.5	3731.359	0.0
R1673	0.0	h2o_m + o2_m + so3_c --> h2o2_m + so4_m	1.8.3.1	390.469	0.0
R1674_num1	0.0	ALKANESULFONATES_c + fmnh2_c + o2_c --> aldehyde_c + fmn_c + h2o_c + 2.0 h_c + so3_c	1.14.14.5	836.743	0.0
R1675	0.0	cyan_m + tsul_m --> 2.0 h_m + so3_c + tcynt_m	2.8.1.1	2319.232	0.0
R1698	0.0	citr__L_c --> citr__L_m		2080.222	0.0
R1697_num1	0.0	frdp_c + ipdp_c --> ggdp_c + ppi_c	2.5.1.29	63.828	0.0
R1696_num1	0.0	grdp_c + ipdp_c --> frdp_c + ppi_c	2.5.1.10	74.072	0.0
R1695_num1	0.0	dmpp_c + ipdp_c --> grdp_c + ppi_c	2.5.1.1	27.141	0.0
R1694	0.0	ipdp_c --> dmpp_c	5.3.3.2	706.18	0.0
R1693	0.0	5dpmev_c + atp_c --> adp_c + co2_c + ipdp_c + pi_c	4.1.1.33	463.628	0.0
R1692	0.0	5pmev_c + atp_c --> 5dpmev_c + adp_c	2.7.4.2	209.547	0.0
R1691_num1	0.0	atp_c + mev__R_c --> 5pmev_c + adp_c + h_c	2.7.1.36	436.908	0.0
R1690_num1	0.0	H3MCOA_c + 2.0 h_c + 2.0 nadph_c --> coa_c + mev__R_c + 2.0 nadp_c	1.1.1.34	1115.385	0.0
R1687	0.0	3.0 amet_c + cys__L_c + his__L_c + o2_c --> 3.0 ahcys_c + h2o_c + 3.0 h_c + hercyso_c	1.14.99.51,2.1.1.44	64.29	0.0
R1686_num1	0.0	akg_c + o2_c + taur_c --> amacald_c + co2_c + h_c + so3_c + succ_c	1.14.11.17	197.647	0.0
R1685	0.0	ac_c + atp_c --> actp_c + adp_c	2.7.2.1,2.7.2.15	6443.062	0.0
R1684	0.0	3SALA_c + h_c --> HYPOTAURINE_c + co2_c	4.1.1.29	81.958	0.0
R1682_num1	0.0	Lcyst_c + h_c --> co2_c + taur_c	4.1.1.29	77.221	0.0
R1680	0.0	aacoa_c + accoa_c + h2o_c --> H3MCOA_c + coa_c + h_c	2.3.3.10	428.813	0.0
R1679	0.0	H3MCOA_m --> acac_m + accoa_m	4.1.3.4	619.017	0.0
R1677_num1	0.0	acac_m + succoa_m --> aacoa_m + succ_m	2.8.3.5	2743.456	0.0
R1650	0.0	estrone_x + h_x + nadph_x + o2_x --> C05300_x + h2o_x + nadp_x	1.14.13.-,1.14.14.1	197.054	0.0
R1648	0.0	C03024_x + PROGESTERONE_x + o2_x --> 17_ALPHA_HYDROXYPROGESTERONE_x + C03161_x + h2o_x	1.14.14.19	204.002	0.0
R1583	0.0	udpg_c --> 13GLUCAN_c + udp_c		470.604	0.0
R1595_num1	0.0	h2o_c + tre6p_c --> g6p_c + glc__D_c	3.2.1.93	3373.146	0.0
R1611	0.0	DEHYD_c + nadph_c --> ergtetrol_c + 3.0 h_c + nadp_c	1.14.19.41	34.748	0.0
R1609	0.0	fecost_c --> epist_c		2301.17	0.0
R1608	0.0	amet_c + zymst_c --> ahcys_c + fecost_c + h_c	2.1.1.41	24.504	0.0
R1604	0.0	2.0 h_c + lanost_c + 3.0 nadph_c + 3.0 o2_c --> DCTOL_c + for_c + 4.0 h2o_c + 3.0 nadp_c	1.14.14.154	33.315	0.0
R1601	0.0	R_3_HYDROXYSTEAROYL_ACPS_c --> OCTADEC_2_ENOYL_ACPS_c + h2o_c	2.3.1.86,4.2.1.59	240.666	0.0
R1600_num1	0.0	CPD_15264_c + amet_c --> CPD_15262_c + ahcys_c + h_c	2.1.1.293	195.996	0.0
R1597	0.0	g6p_c --> g1p_c	5.4.2.2,5.4.2.5	5825.348	0.0
R1596	0.0	HC00229_m + h2o_m --> glc__D_m + glc__aD_m	3.2.1.10	3580.075	0.0
R1594	0.0	adpglc_m + h2o_m --> amp_m + g1p_m + 2.0 h_m		488.779	0.0
R1647	0.0	estrone_m + h_m + nadph_m + o2_m --> C05300_m + h2o_m + nadp_m	1.14.13.-,1.14.14.1	341.073	0.0
R1593_num1	0.0	C01898_e --> cellb_e	3.2.1.4,3.2.1.91	81.337	0.0
R1592_num1	0.0	C01935_e + h2o_e --> malt_e	3.2.1.1,3.2.1.133,3.2.1.2	2447.082	0.0
R1591_num1	0.0	C00963_c + h2o_c --> C01335_c + glc__D_c	3.2.1.21	2801.147	0.0
R1590_num1	0.0	STAR_e --> DEXTRIN_e + malt_e	3.2.1.1,3.2.1.133,3.2.1.2	2675.679	0.0
R1589	0.0	atp_x + fru_B_x --> adp_x + f6p_x + h_x	2.7.1.4	655.579	0.0
R1588	0.0	atp_m + fru_B_m --> adp_m + f6p_m + h_m	2.7.1.4	1123.385	0.0
R1587_num1	0.0	atp_c + fru_B_c --> adp_c + f6p_c + h_c	2.7.1.4	1914.454	0.0
R1584	0.0	udpg_c --> 14GLUCAN_c + udp_c		670.359	0.0
R1613	0.0	SEDAG_c + ergst_c --> ERGOSE_c + SEMAG_c		445.944	0.0
R1617	0.0	C22136_c + h_c + nadph_c --> nadp_c + zymst_c	1.1.1.270	327.832	0.0
R1619_num1	0.0	zymstnl_x --> CPD_4186_x	5.3.3.5	2109.243	0.0
R1620	0.0	CPD_4578_c + h_c + nadph_c --> 4mzym_c + nadp_c	1.1.1.270	327.832	0.0
R1646_num1	0.0	estrone_m + h_m + nadh_m + o2_m --> C05298_m + h2o_m + nad_m	1.14.14.1	44.03	0.0
R1645_num1	0.0	C03024_m + PROGESTERONE_m + o2_m --> 17_ALPHA_HYDROXYPROGESTERONE_m + C03161_m + h2o_m	1.14.14.19	56.863	0.0
R1644_num1	0.0	estriol_m + nadp_m --> C05300_m + h_m + nadph_m	1.1.1.62	593.4	0.0
R1643	0.0	estrone_c + h_c + nadph_c + o2_c --> C05300_c + h2o_c + nadp_c	1.14.13.-,1.14.14.1	138.998	0.0
R1642	0.0	estrone_c + h_c + nadh_c + o2_c --> C05298_c + h2o_c + nad_c	1.14.14.1	34.812	0.0
R1641	0.0	C03024_c + PROGESTERONE_c + o2_c --> 17_ALPHA_HYDROXYPROGESTERONE_c + C03161_c + h2o_c	1.14.14.19	41.619	0.0
R1640	0.0	estriol_c + nad_c --> C05300_c + h_c + nadh_c	1.1.1.62	271.073	0.0
R1638_num1	0.0	17_ALPHA_HYDROXYPROGESTERONE_m + C03024_m + o2_m --> AND_m + C03161_m + ac_m + h2o_m	1.14.14.32	41.619	0.0
R1637_num1	0.0	C03024_m + CPD66_23_m + o2_m --> C03161_m + ac_m + dhea_m + h2o_m	1.14.14.32	41.619	0.0
R1636_num1	0.0	dhea_m + h_m + nadph_m + o2_m --> C05139_m + h2o_m + nadp_m	1.14.13.-,1.14.14.1	25.091	0.0
R1635_num1	0.0	dhea_c + nad_c --> AND_c + h_c + nadh_c	1.1.1.145,5.3.3.1	712.044	0.0
R1634	0.0	h_c + nadph_c + psqldp_c --> nadp_c + ppi_c + sql_c		10.747	0.0
R1632	0.0	2.0 frdp_c + h_c + nadph_c --> nadp_c + 2.0 ppi_c + sql_c	2.5.1.21,2.5.1.96,2.5.1.103	11.022	0.0
R1630_num1	0.0	mfecostrl_x --> CPD_4101_x	5.3.3.5	2109.243	0.0
R1626	0.0	CPD_4101_m + amet_m --> CPD_4124_m + ahcys_m + h_m	2.1.1.143	661.769	0.0
R1624	0.0	6.0 fdxrd_c + 6.0 h_c + lanost_c + 3.0 o2_c --> DCTOL_c + 6.0 fdxo_2_2_c + for_c + 4.0 h2o_c	1.14.15.36	33.315	0.0
R1621_num1	0.0	zymst_x --> 5_ALPHA_CHOLESTA_724_DIEN_3_BETA_OL_x	5.3.3.5	2109.243	0.0
R1456	0.0	accoa_c + h2o_c --> ac_c + coa_c + h_c	3.1.2.1	1105.017	0.0
R1454_num1	0.0	h2o_c + lgt__S_c --> gthrd_c + h_c + lac__D_c	3.1.2.6	885.423	0.0
R1274	0.0	25aics_c --> aicar_c + fum_c	4.3.2.2	77.795	0.0
R1334	0.0	C11821_c + h2o_c --> h_c + houdic_c	3.5.2.17	589.061	0.0
R1342	0.0	atp_m + dadp_m --> adp_m + datp_m	2.7.4.6	4637.978	0.0
R1341	0.0	apppa_m + h2o_m --> adp_m + amp_m + 2.0 h_m	3.6.1.29	720.705	0.0
R1340	0.0	atp_x + h2o_x --> amp_x + h_x + ppi_x	3.6.1.8	305.522	0.0
R1339	0.0	adp_m + atp_m + h_m --> ap4a_m + pi_m	2.7.7.53	2260.925	0.0
R1338_num1	0.0	adp_c + atp_c + h_c --> ap4a_c + pi_c	2.7.7.53	2854.373	0.0
R1337	0.0	adn_m + h2o_m + h_m --> ins_m + nh4_m	3.5.4.4	285.73	0.0
R1336_num1	0.0	adn_c + h2o_c + h_c --> ins_c + nh4_c	3.5.4.4	382.027	0.0
R1335	0.0	dad_2_c + h2o_c + h_c --> din_c + nh4_c	3.5.4.4	382.027	0.0
R1332	0.0	C192CAR_c + crn_x --> C192CAR_x + crn_c		1202.714	0.0
R1318	0.0	prpp_c + xan_c --> ppi_c + xmp_c	2.4.2.8,2.4.2.22	451.068	0.0
R1331	0.0	C140CAR_c + crn_m --> C140CAR_m + crn_c		1202.714	0.0
R1328	0.0	amp_m + itp_m --> adp_m + idp_m	2.7.4.3	905.173	0.0
R1327	0.0	amp_m + gtp_m --> adp_m + gdp_m	2.7.4.3	905.173	0.0
R1326	0.0	amp_m + atp_m --> 2.0 adp_m	2.7.4.3	989.731	0.0
R1325	0.0	gtp_c --> 35cgmp_c + ppi_c	4.6.1.1,4.6.1.2	123.331	0.0
R1324	0.0	atp_c --> camp_c + ppi_c	4.6.1.1	91.578	0.0
R1321	0.0	adn_c + atp_c --> adp_c + amp_c + h_c	2.7.1.20,2.7.1.74	186.464	0.0
R1320	0.0	gua_c + r1p_c --> gsn_c + pi_c	2.4.2.1,2.4.2.15	496.582	0.0
R1343_num1	0.0	atp_m + dgdp_m --> adp_m + dgtp_m	2.7.4.6	3428.647	0.0
R1344_num1	0.0	atp_m + gdp_m --> adp_m + gtp_m	2.7.4.6	3532.249	0.0
R1345	0.0	atp_c + nh4_c + xmp_c --> amp_c + gmp_c + 2.0 h_c + ppi_c		87.631	0.0
R1346_num1	0.0	gdp_m + h2o_m --> gmp_m + h_m + pi_m	3.6.1.42	1851.013	0.0
R1363	0.0	adp_m + h2o_m --> amp_m + h_m + pi_m	3.6.1.5	1319.047	0.0
R1362	0.0	C04051_c + prpp_c --> aicar_c + ppi_c	2.4.2.7	989.548	0.0
R1361_num1	0.0	dgdp_c + h_c + pep_c --> dgtp_c + pyr_c	2.7.1.40	1163.476	0.0
R1360_num1	0.0	dadp_c + h_c + pep_c --> datp_c + pyr_c	2.7.1.40	1234.851	0.0
R1359	0.0	gtp_m + h2o_m --> gmp_m + h_m + ppi_m	3.6.1.9	3291.998	0.0
R1358	0.0	atp_m + idp_m --> adp_m + itp_m	2.7.4.6	4778.121	0.0
R1357_num1	0.0	gdp_c + h_c + pep_c --> gtp_c + pyr_c	2.7.1.40	1198.632	0.0
R1356	0.0	h2o_m + itp_m --> h_m + imp_m + ppi_m	3.6.1.66,3.6.1.9	2235.579	0.0
R1355_num1	0.0	gtp_m + h2o_m --> gdp_m + h_m + pi_m	3.6.5.1,3.6.5.2,3.6.5.3,3.6.5.4,3.6.5.5,3.6.5.6,3.6.1.15	689.761	0.0
R1354_num1	0.0	gtp_c + h2o_c --> gdp_c + h_c + pi_c	3.6.5.1,3.6.5.2,3.6.5.3,3.6.5.4,3.6.5.5,3.6.5.6,3.6.1.15	179.819	0.0
R1353_num1	0.0	h2o_m + itp_m --> h_m + idp_m + pi_m		2725.711	0.0
R1352	0.0	dgtp_m + h2o_m --> dgmp_m + h_m + ppi_m	3.6.1.9	3101.721	0.0
R1351	0.0	h2o_m + xtp_m --> h_m + ppi_m + xmp_m	3.6.1.66	3291.998	0.0
R1350	0.0	ditp_m + h2o_m --> dimp_m + h_m + ppi_m	3.6.1.66	2106.363	0.0
R1349	0.0	h2o_c + hxan_c + o2_c --> h2o2_c + xan_c	1.17.3.2	1681.642	0.0
R1348	0.0	aps_m + atp_m --> ap4a_m + so4_m	2.7.7.53	1835.637	0.0
R1347_num1	0.0	aps_c + atp_c --> ap4a_c + so4_c	2.7.7.53	2770.653	0.0
R1319	0.0	ade_c + r1p_c --> adn_c + pi_c	2.4.2.1	440.836	0.0
R1317	0.0	ade_c + prpp_c --> amp_c + ppi_c	2.4.2.7,2.4.2.8	437.838	0.0
R1365_num1	0.0	atp_m + h2o_m --> adp_m + h_m + pi_m	3.6.1.15,3.6.1.3,3.6.1.5,3.6.1.8	3163.168	0.0
R1285	0.0	adp_c + dgdp_c --> atp_c + dgmp_c	2.7.4.8,2.7.4.12	168.04	0.0
R1293	0.0	din_c + pi_c --> 2dr1p_c + hxan_c	2.4.2.1,2.4.2.4	709.795	0.0
R1292	0.0	dad_2_c + pi_c --> 2dr1p_c + ade_c	2.4.2.1	731.242	0.0
R1291	0.0	damp_c + h2o_c --> dad_2_c + pi_c	3.1.3.5,3.1.3.89	1891.01	0.0
R1290	0.0	adn_c + h2o_c --> ade_c + rib__D_c	3.2.2.1,3.2.2.7,3.2.2.8	656.886	0.0
R1289	0.0	amp_c + h2o_c --> adn_c + pi_c	3.1.3.5	2472.01	0.0
R1288	0.0	datp_c + gmp_c --> dadp_c + gdp_c	2.7.4.8	163.112	0.0
R1287	0.0	h2o_c + idp_c --> h_c + imp_c + pi_c	3.6.1.5,3.6.1.6,3.6.1.64	2023.928	0.0
R1286_num1	0.0	amp_c + itp_c --> adp_c + idp_c	2.7.4.3	2702.06	0.0
R1284	0.0	gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c	1.17.4.1	409.521	0.0
R1316	0.0	gua_c + prpp_c --> gmp_c + ppi_c	2.4.2.7,2.4.2.8,2.4.2.22	464.698	0.0
R1283	0.0	amp_c + gtp_c --> adp_c + gdp_c	2.7.4.3	905.173	0.0
R1282	0.0	atp_c + gmp_c --> adp_c + gdp_c	2.7.4.8	163.112	0.0
R1281_num1	0.0	atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 2.0 h_c + ppi_c	6.3.5.2	87.631	0.0
R1280_num1	0.0	h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c	1.1.1.205	117.648	0.0
R1279_num1	0.0	atp_c + damp_c --> adp_c + dadp_c	2.7.4.3,2.7.4.11	2545.88	0.0
R1278	0.0	adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c	1.17.4.1	397.51	0.0
R1276	0.0	amp_c + atp_c --> 2.0 adp_c	2.7.4.3	989.731	0.0
