Sample ID	Series Accession	Study Title	Condition	Related Sample	PMID
nc051004	GSE173890	Aspects of the Neurospora crassa sulfur starvation response are revealed by transcriptional profiling and DNA affinity purification sequencing	Delta cys-3 Sulfur starvation   24h	GSM5282417,GSM5282418,GSM5282419	34523983
nc052001	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	OR74A 25mm nh4no3 Sucrose 25° 	GSM4544352,GSM4544353,GSM4544354,GSM4544355,GSM4544356	33753477
nc052002	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	OR74A 112nm alanine Sucrose 25° 	GSM4544357,GSM4544358,GSM4544359	33753477
nc052003	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	OR74A 344mm alanine Sucrose 25° 	GSM4544360,GSM4544361,GSM4544362	33753477
nc052004	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	OR74A 50mm glutamate Sucrose 25° 	GSM4544363,GSM4544364,GSM4544365	33753477
nc052005	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	OR74A 50mm glutamine Sucrose 25° 	GSM4544366,GSM4544367,GSM4544368	33753477
nc052006	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	OR74A 200mm glycine Sucrose 25° 	GSM4544369,GSM4544370,GSM4544371	33753477
nc052007	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	OR74A 50mm isoleucine Sucrose 25° 	GSM4544372,GSM4544373,GSM4544374	33753477
nc052008	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	OR74A 50mm proline Sucrose 25° 	GSM4544375,GSM4544376,GSM4544377	33753477
nc052009	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	OR74A 50mm tryptophan Sucrose 25° 	GSM4544378,GSM4544379,GSM4544380	33753477
nc052010	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	OR74A 50mm nano3 Sucrose 25° 	GSM4544381,GSM4544382,GSM4544383	33753477
nc052011	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	OR74A 50mm nh4cl Sucrose 25° 	GSM4544384,GSM4544385,GSM4544386	33753477
nc052012	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	OR74A Nitrogen starvation Sucrose 25° 	GSM4544387,GSM4544388,GSM4544389,GSM4544390,GSM4544391,GSM4544392	33753477
nc052013	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	OR74A 2mm mannose+25mm nh4no3  25° 	GSM4544393,GSM4544394,GSM4544395	33753477
nc052014	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	OR74A Carbon starvation+25mm nh4no3  25° 	GSM4544396,GSM4544397,GSM4544398	33753477
nc052015	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	Delta amn-1 2mm mannose+25mm nh4no3  25° 	GSM4544399,GSM4544400,GSM4544401	33753477
nc052016	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	Delta amn-1 50mm isoleucine Sucrose 25° 	GSM4544402,GSM4544403,GSM4544404	33753477
nc052017	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	Delta amn-1 50mm proline Sucrose 25° 	GSM4544405,GSM4544406,GSM4544407	33753477
nc052018	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	Delta amn-1 50mm tryptophan Sucrose 25° 	GSM4544408,GSM4544409,GSM4544410	33753477
nc052019	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	Delta nit-2 50mm nano3 Sucrose 25° 	GSM4544411,GSM4544412,GSM4544413	33753477
nc052020	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	Delta nit-2 50mm isoleucine Sucrose 25° 	GSM4544414,GSM4544415,GSM4544416	33753477
nc052021	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	Delta nit-2 50mm proline Sucrose 25° 	GSM4544417,GSM4544418,GSM4544419	33753477
nc052022	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	Delta nit-2 50mm tryptophan Sucrose 25° 	GSM4544420,GSM4544421,GSM4544422	33753477
nc052023	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	Delta nit-2 25mm nh4no3 Sucrose 25° 	GSM4544423,GSM4544424,GSM4544425	33753477
nc052024	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	Delta nit-4 50mm nano3 Sucrose 25° 	GSM4544426,GSM4544427,GSM4544428	33753477
nc052025	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	Delta nit-4 Nitrogen starvation Sucrose 25° 	GSM4544429,GSM4544430,GSM4544431	33753477
nc052026	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	Delta nmr 25mm nh4no3 Sucrose 25° 	GSM4544432,GSM4544433,GSM4544434	33753477
nc052027	GSE150256	DNA affinity purification sequencing and transcriptional profiling reveal new aspects of nitrogen regulation in a filamentous fungus	Delta nmr Nitrogen starvation Sucrose 25° 	GSM4544435,GSM4544436,GSM4544437	33753477
nc053001	GSE184024	Next Generation Sequncimg Facilitates Transcriptional Analysis of Delta mak-2, Delta mak-1 and Wild Type of Neurospora crassa	OR74A  Sucrose  	GSM5576094	34899653
nc053002	GSE184024	Next Generation Sequncimg Facilitates Transcriptional Analysis of Delta mak-2, Delta mak-1 and Wild Type of Neurospora crassa	OR74A  Sucrose  	GSM5576095	34899653
nc053003	GSE184024	Next Generation Sequncimg Facilitates Transcriptional Analysis of Delta mak-2, Delta mak-1 and Wild Type of Neurospora crassa	delta_mak-1  Sucrose  	GSM5576096	34899653
nc053004	GSE184024	Next Generation Sequncimg Facilitates Transcriptional Analysis of Delta mak-2, Delta mak-1 and Wild Type of Neurospora crassa	delta_mak-1  Sucrose  	GSM5576097	34899653
nc053005	GSE184024	Next Generation Sequncimg Facilitates Transcriptional Analysis of Delta mak-2, Delta mak-1 and Wild Type of Neurospora crassa	delta_mak-2  Sucrose  	GSM5576098	34899653
nc053006	GSE184024	Next Generation Sequncimg Facilitates Transcriptional Analysis of Delta mak-2, Delta mak-1 and Wild Type of Neurospora crassa	delta_mak-2  Sucrose  	GSM5576099	34899653
nc054009	GSE168595	Codon usage and protein length-dependent feedback from translation elongation to translation initiation and kinetics	WT 1хwt-edp Glucose  	GSM5150332	34417614
nc054010	GSE168595	Codon usage and protein length-dependent feedback from translation elongation to translation initiation and kinetics	WT 3хwt-edp Glucose  	GSM5150333	34417614
nc054011	GSE168595	Codon usage and protein length-dependent feedback from translation elongation to translation initiation and kinetics	WT 1хopt-edp Glucose  	GSM5150334	34417614
nc054012	GSE168595	Codon usage and protein length-dependent feedback from translation elongation to translation initiation and kinetics	WT 3хopt-edp Glucose  	GSM5150335	34417614
nc054013	GSE168595	Codon usage and protein length-dependent feedback from translation elongation to translation initiation and kinetics	Delta cpc-3 1хwt-edp Glucose  	GSM5150336	34417614
nc054014	GSE168595	Codon usage and protein length-dependent feedback from translation elongation to translation initiation and kinetics	Delta cpc-3 3хwt-edp Glucose  	GSM5150337	34417614
nc054015	GSE168595	Codon usage and protein length-dependent feedback from translation elongation to translation initiation and kinetics	Delta cpc-3 1хopt-edp Glucose  	GSM5150338	34417614
nc054016	GSE168595	Codon usage and protein length-dependent feedback from translation elongation to translation initiation and kinetics	Delta cpc-3 3хopt-edp Glucose  	GSM5150339	34417614
nc055001	GSE195441	Evaluating the mode of Antifungal action of Heat-Stable Antifungal Factor (HSAF) in Neurospora crassa	OR74A Untreated Sucrose  	GSM5836806,GSM5836807,GSM5836808	35330254
nc055002	GSE195441	Evaluating the mode of Antifungal action of Heat-Stable Antifungal Factor (HSAF) in Neurospora crassa	OR74A Hsaf for 5 min Sucrose  	GSM5836809,GSM5836810,GSM5836811	35330254
nc055003	GSE195441	Evaluating the mode of Antifungal action of Heat-Stable Antifungal Factor (HSAF) in Neurospora crassa	OR74A Hsaf for 30 min Sucrose  	GSM5836812,GSM5836813,GSM5836814	35330254
nc055004	GSE195441	Evaluating the mode of Antifungal action of Heat-Stable Antifungal Factor (HSAF) in Neurospora crassa	OR74A Hsaf for 60 Sucrose  	GSM5836815,GSM5836816,GSM5836817	35330254
nc056001	GSE193984	Next Generation Sequencing Facilitates Quantitative Analysis of N. crassa Wild Type, stk-17ko and stk-17com Transcriptomes treated with or without ketoconazole	OR74A    	GSM5825032,GSM5825033,GSM5825034	35196787
nc056002	GSE193984	Next Generation Sequencing Facilitates Quantitative Analysis of N. crassa Wild Type, stk-17ko and stk-17com Transcriptomes treated with or without ketoconazole	delta_stk-17 No treatment   12h	GSM5825035,GSM5825036,GSM5825037	35196787
nc056003	GSE193984	Next Generation Sequencing Facilitates Quantitative Analysis of N. crassa Wild Type, stk-17ko and stk-17com Transcriptomes treated with or without ketoconazole	delta_stk-17;stk-17 No treatment   12h	GSM5825038,GSM5825039,GSM5825040	35196787
nc056004	GSE193984	Next Generation Sequencing Facilitates Quantitative Analysis of N. crassa Wild Type, stk-17ko and stk-17com Transcriptomes treated with or without ketoconazole	OR74A Ketoconazole   12h	GSM5825041,GSM5825042,GSM5825043	35196787
nc056005	GSE193984	Next Generation Sequencing Facilitates Quantitative Analysis of N. crassa Wild Type, stk-17ko and stk-17com Transcriptomes treated with or without ketoconazole	delta_stk-17 Ketoconazole   12h	GSM5825044,GSM5825045,GSM5825046	35196787
nc056006	GSE193984	Next Generation Sequencing Facilitates Quantitative Analysis of N. crassa Wild Type, stk-17ko and stk-17com Transcriptomes treated with or without ketoconazole	delta_stk-17;stk-17 Ketoconazole   12h	GSM5825047,GSM5825048,GSM5825049	35196787
nc058001	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	OR74A Dd12 Glucose 25°C 	GSM5506185,GSM5506195	36577368
nc058002	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	OR74A Dd16 Glucose 25°C 	GSM5506186,GSM5506196	36577368
nc058003	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	OR74A Dd20 Glucose 25°C 	GSM5506187,GSM5506197	36577368
nc058004	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	OR74A Dd24 Glucose 25°C 	GSM5506188,GSM5506198	36577368
nc058005	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	OR74A Dd28 Glucose 25°C 	GSM5506189,GSM5506199	36577368
nc058006	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	OR74A Dd32 Glucose 25°C 	GSM5506190,GSM5506200	36577368
nc058007	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	OR74A Dd36 Glucose 25°C 	GSM5506191,GSM5506201	36577368
nc058008	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	OR74A Dd40 Glucose 25°C 	GSM5506192,GSM5506202	36577368
nc058009	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	OR74A Dd44 Glucose 25°C 	GSM5506193,GSM5506203	36577368
nc058010	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	OR74A Dd48 Glucose 25°C 	GSM5506194,GSM5506204	36577368
nc058011	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	frq knockout Dd12 Glucose 25°C 	GSM5506205,GSM5506215	36577368
nc058012	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	frq knockout Dd16 Glucose 25°C 	GSM5506206,GSM5506216	36577368
nc058013	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	frq knockout Dd20 Glucose 25°C 	GSM5506207,GSM5506217	36577368
nc058014	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	frq knockout Dd24 Glucose 25°C 	GSM5506208,GSM5506218	36577368
nc058015	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	frq knockout Dd28 Glucose 25°C 	GSM5506209,GSM5506219	36577368
nc058016	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	frq knockout Dd32 Glucose 25°C 	GSM5506210,GSM5506220	36577368
nc058017	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	frq knockout Dd36 Glucose 25°C 	GSM5506211,GSM5506221	36577368
nc058018	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	frq knockout Dd40 Glucose 25°C 	GSM5506212,GSM5506222	36577368
nc058019	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	frq knockout Dd44 Glucose 25°C 	GSM5506213,GSM5506223	36577368
nc058020	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	frq knockout Dd48 Glucose 25°C 	GSM5506214,GSM5506224	36577368
nc058021	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	cpc-3 knockout Dd12 Glucose 25°C 	GSM5506225,GSM5506235	36577368
nc058022	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	cpc-3 knockout Dd16 Glucose 25°C 	GSM5506226,GSM5506236	36577368
nc058023	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	cpc-3 knockout Dd20 Glucose 25°C 	GSM5506227,GSM5506237	36577368
nc058024	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	cpc-3 knockout Dd24 Glucose 25°C 	GSM5506228,GSM5506238	36577368
nc058025	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	cpc-3 knockout Dd28 Glucose 25°C 	GSM5506229,GSM5506239	36577368
nc058026	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	cpc-3 knockout Dd32 Glucose 25°C 	GSM5506230,GSM5506240	36577368
nc058027	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	cpc-3 knockout Dd36 Glucose 25°C 	GSM5506231,GSM5506241	36577368
nc058028	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	cpc-3 knockout Dd40 Glucose 25°C 	GSM5506232,GSM5506242	36577368
nc058029	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	cpc-3 knockout Dd44 Glucose 25°C 	GSM5506233,GSM5506243	36577368
nc058030	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	cpc-3 knockout Dd48 Glucose 25°C 	GSM5506234,GSM5506244	36577368
nc058031	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	cpc-3 kinase active mutant Dd12 Glucose 25°C 	GSM5506245,GSM5506255	36577368
nc058032	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	cpc-3 kinase active mutant Dd16 Glucose 25°C 	GSM5506246,GSM5506256	36577368
nc058033	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	cpc-3 kinase active mutant Dd20 Glucose 25°C 	GSM5506247,GSM5506257	36577368
nc058034	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	cpc-3 kinase active mutant Dd24 Glucose 25°C 	GSM5506248,GSM5506258	36577368
nc058035	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	cpc-3 kinase active mutant Dd28 Glucose 25°C 	GSM5506249,GSM5506259	36577368
nc058036	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	cpc-3 kinase active mutant Dd32 Glucose 25°C 	GSM5506250,GSM5506260	36577368
nc058037	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	cpc-3 kinase active mutant Dd36 Glucose 25°C 	GSM5506251,GSM5506261	36577368
nc058038	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	cpc-3 kinase active mutant Dd40 Glucose 25°C 	GSM5506252,GSM5506262	36577368
nc058039	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	cpc-3 kinase active mutant Dd44 Glucose 25°C 	GSM5506253,GSM5506263	36577368
nc058040	GSE181564	Circadian Clock-Controlled Translation of Specific mRNAs in Neurospora crassa Requires Rhythmic eIF2α Activity and P-body Sequestration [RNA-seq]	cpc-3 kinase active mutant Dd48 Glucose 25°C 	GSM5506254,GSM5506264	36577368
nc059001	GSE168991	Gene expression during conidia germination in Neurospora crassa on Bird medium at 37C	OR74A Bird medium  Tween 37°C 15min	GSM5173679,GSM5173680,GSM5173681	35638725
nc059002	GSE168991	Gene expression during conidia germination in Neurospora crassa on Bird medium at 37C	OR74A Bird medium  Tween 37°C 2h	GSM5173682,GSM5173683,GSM5173684	35638725
nc059003	GSE168991	Gene expression during conidia germination in Neurospora crassa on Bird medium at 37C	OR74A Bird medium  Tween 37°C 4h	GSM5173685,GSM5173686,GSM5173687	35638725
nc059004	GSE168991	Gene expression during conidia germination in Neurospora crassa on Bird medium at 37C	OR74A Bird medium  Tween 37°C 6h	GSM5173688,GSM5173689,GSM5173690	35638725
nc059005	GSE168991	Gene expression during conidia germination in Neurospora crassa on Bird medium at 37C	OR74A Pda medium Tween 25°C 15min	GSM5173697,GSM5173698,GSM5173699	35638725
nc059006	GSE168991	Gene expression during conidia germination in Neurospora crassa on Bird medium at 37C	OR74A Pda medium Tween 25°C 2h	GSM5173700,GSM5173701,GSM5173702	35638725
nc059007	GSE168991	Gene expression during conidia germination in Neurospora crassa on Bird medium at 37C	OR74A Pda medium Tween 25°C 4h	GSM5173703,GSM5173704,GSM5173705	35638725
nc059008	GSE168991	Gene expression during conidia germination in Neurospora crassa on Bird medium at 37C	OR74A Pda medium Tween 25°C 6h	GSM5173706,GSM5173707,GSM5173708	35638725
nc060001	GSE168277	The ACF chromatin remodeling complex is essential for Polycomb repression	crf4_1  Sucrose 32°C 16h	GSM5135459,GSM5135460	35257662
nc060002	GSE168277	The ACF chromatin remodeling complex is essential for Polycomb repression	crf4_2  Sucrose 32°C 16h	GSM5135461,GSM5135462	35257662
nc060003	GSE168277	The ACF chromatin remodeling complex is essential for Polycomb repression	crf4_3  Sucrose 32°C 16h	GSM5135463,GSM5135464	35257662
nc060004	GSE168277	The ACF chromatin remodeling complex is essential for Polycomb repression	NCU09388  Sucrose 32°C 16h	GSM5135465,GSM5135466	35257662
nc060005	GSE168277	The ACF chromatin remodeling complex is essential for Polycomb repression	NCU00412  Sucrose 32°C 16h	GSM5135467,GSM5135468	35257662
nc060006	GSE168277	The ACF chromatin remodeling complex is essential for Polycomb repression	OR74A  Sucrose 32°C 16h	GSM5135469,GSM5135470,GSM5135473,GSM5135474	35257662
nc060007	GSE168277	The ACF chromatin remodeling complex is essential for Polycomb repression	set7  Sucrose 32°C 16h	GSM5135471,GSM5135472	35257662
nc062001	GSE180332	Transcriptional regulation by the Velvet complex during asexual development in Neurospora crassa	Delta ve-1 Dark   22°C 15h 	GSM5460907,GSM5460908,GSM5460909,GSM5460910	35913159
nc062002	GSE180332	Transcriptional regulation by the Velvet complex during asexual development in Neurospora crassa	OR74A Dark   22°C 15h 	GSM5460911,GSM5460912,GSM5460913,GSM5460914	35913159
nc062003	GSE180332	Transcriptional regulation by the Velvet complex during asexual development in Neurospora crassa	Delta ve-1 Dark   22°C 48h 	GSM5460915,GSM5460916	35913159
nc062004	GSE180332	Transcriptional regulation by the Velvet complex during asexual development in Neurospora crassa	Delta ve-1 Light  22°C 48h 	GSM5460917,GSM5460918	35913159
nc062005	GSE180332	Transcriptional regulation by the Velvet complex during asexual development in Neurospora crassa	OR74A Dark   22°C 48h 	GSM5460919,GSM5460920	35913159
nc062006	GSE180332	Transcriptional regulation by the Velvet complex during asexual development in Neurospora crassa	OR74A Light  22°C 48h 	GSM5460921,GSM5460922	35913159
nc062007	GSE180332	Transcriptional regulation by the Velvet complex during asexual development in Neurospora crassa	Delta ve-1 Dark   22°C 24h	GSM5460923,GSM5460924,GSM5460925,GSM5460926	35913159
nc062008	GSE180332	Transcriptional regulation by the Velvet complex during asexual development in Neurospora crassa	OR74A Dark   22°C 24h	GSM5460927,GSM5460928,GSM5460929,GSM5460930	35913159
nc062009	GSE201901	A role for gene expression and mRNA stability in nutritional compensation of the circadian clock	csr-1 Barr mat a Glucose 25°C 72h	GSM6077761,GSM6077763	36603054
nc062010	GSE201901	A role for gene expression and mRNA stability in nutritional compensation of the circadian clock	cpsf5cpsf6 Barr Glucose 25°C 72h	GSM6077762,GSM6077764	36603054
nc063001	GSE222372	The transcriptional factor Clr-5 is involved in cellulose degradation through regulation of amino acid metabolism in Neurospora crassa	Delta clr5  Avicel  8h	GSM6921746,GSM6921747	38031036
nc063002	GSE222372	The transcriptional factor Clr-5 is involved in cellulose degradation through regulation of amino acid metabolism in Neurospora crassa	WT  Avicel  8h	GSM6921748,GSM6921749	38031036
nc063003	GSE222372	The transcriptional factor Clr-5 is involved in cellulose degradation through regulation of amino acid metabolism in Neurospora crassa	Delta clr5_His  Avicel  8h	GSM6921750,GSM6921751	38031036
nc063004	GSE222372	The transcriptional factor Clr-5 is involved in cellulose degradation through regulation of amino acid metabolism in Neurospora crassa	WT_His  Avicel  8h	GSM6921752,GSM6921753	38031036
nc063005	GSE222372	The transcriptional factor Clr-5 is involved in cellulose degradation through regulation of amino acid metabolism in Neurospora crassa	Delta clr5_Leu  Avicel  8h	GSM6921754,GSM6921755	38031036
nc063006	GSE222372	The transcriptional factor Clr-5 is involved in cellulose degradation through regulation of amino acid metabolism in Neurospora crassa	WT_Leu  Avicel  8h	GSM6921756,GSM6921757	38031036
nc064001	GSE220169	The nutrient-sensing GCN2 signaling pathway is essential for circadian clock function by regulating histone acetylation under amino acid starvation	WT Constant light Glucose 25°C 18h	GSM6793047,GSM6793048,GSM6793049	37083494
nc064002	GSE220169	The nutrient-sensing GCN2 signaling pathway is essential for circadian clock function by regulating histone acetylation under amino acid starvation	cpc-1 Constant light Glucose 25°C 18h	GSM6793050,GSM6793051,GSM6793052	37083494
nc064003	GSE220169	The nutrient-sensing GCN2 signaling pathway is essential for circadian clock function by regulating histone acetylation under amino acid starvation	WT 12mm 3-aminotria Glucose 25°C 18h	GSM6793053,GSM6793054,GSM6793055	37083494
nc064004	GSE220169	The nutrient-sensing GCN2 signaling pathway is essential for circadian clock function by regulating histone acetylation under amino acid starvation	cpc-1 12mm 3-aminotria Glucose 25°C 18h	GSM6793056,GSM6793057,GSM6793058	37083494
